Datum;Stand Willem Loresluis;Stand Driewegsluis
19470130;37,4;496
19550923;35,08;498
19640429;33,66;503,9
19740416;31,34;500
19900711;29,02;503
19481220;26,7;501
19090606;24,38;496
19760326;30,56;505,5
19900514;28,14;501,9
19410803;25,82;504
19440904;24,3;498,8
19490104;30,68;509,7
19530327;28,36;498
19770425;25,94;500,9
19290826;23,62;505
19770114;24;501,7
19850208;21,78;499,1
19901224;19,36;498,9
19431214;17,04;501
19560619;15,82;501,1
19551127;13,5;502
19851222;11,08;499,9
19230307;18,46;506,7
19900921;25,24;511,1
19560414;29,82;505,9
19270504;27,5;498
19330626;25,18;495
19420529;23,76;496,9
19551005;36,04;511,6
19640726;33,72;498
19081219;32,1;496,7
19901225;32,18;503,4
19900708;30,16;497,3
19240529;27,94;501,1
19250620;25,62;495
19440218;23,3;496
19470615;29,88;509,9
19491005;27,66;495,1
19560227;25,34;502
19860216;22,92;496,9
19200722;22;503,4
19280715;19,68;497
19330930;17,46;503,1
19330526;15,34;499,2
19440624;13,02;495
19640812;20,4;506,7
19900131;17,98;496,9
19970306;16,56;500,9
19081211;24,14;513,9
19380301;26,62;502,8
19560110;25,8;501,5
19920712;25,68;505,2
19180701;23,36;500
19441102;21,14;495,1
19081203;18,82;498
19170427;16,6;501,1
19220627;19,88;504,6
19490720;17,56;504
19380610;15,24;504
19390618;12,92;495
19780830;18,1;504,5
19850719;22,38;511,6
19920603;20,86;501,8
19230816;19,34;503,8
19290922;18,72;502,7
19340322;16,7;503,3
19600408;29,28;512,9
19591127;36,96;512
19770501;42,44;511,8
19110720;40,12;504
19850406;44,7;504,9
19530814;42,38;496
19920711;40,16;504,1
19290712;37,84;503
19331115;35,52;503
19360605;34,2;502
19640813;34,38;501,5
19200727;32,16;498,1
19221015;29,84;503
19340630;27,52;504
19141203;25,5;502,3
19900516;23,08;498,9
19590716;20,76;498
19090729;19,84;497,4
19110504;27,02;505,5
19900331;24,7;496
19240722;22,58;504,2
19400621;20,26;502
19440808;18,04;502,1
19470709;18,92;503,2
19560105;16,6;500
19230809;14,28;505
19220214;11,96;503
19530331;9,94;504,3
19600108;8,62;502
19780901;7,6;505,3
19540709;5,28;500
19600224;2,96;499
19090207;0,74;503,1
19110312;0,74;495
19110215;0,94;496,2
19081116;0,94;505
19110616;0,94;502
19840817;0,94;502
19270315;0,94;503
19441010;0,94;504
19591122;1,14;501,2
19780310;1,04;502,9
19210608;1,04;505
19330731;6,14;510,1
19400630;3,82;497
19781011;1,5;498
19760919;1,4;494,9
19230302;8,2;505,8
19900405;7,78;501,9
19390722;13,66;503,2
19220225;11,34;496
19850722;14,92;503,9
19470707;13,5;499,9
19960902;11,08;504,9
19470515;8,86;502,1
19550815;6,54;497
19850708;4,12;504,9
19850408;2,1;498,3
19280515;4,3;498,2
19830319;9,98;513
19920514;7,66;501
19920418;7,44;497,1
19961023;5,12;502
19380223;3,3;500,5
19400705;5,88;500,9
19540611;5,46;504,9
19570515;6,54;498,4
19590808;4,22;505
19770105;2,1;497,2
19570128;2,2;502,1
19600225;4,8;505,6
19920725;2,48;496
19280605;0,16;505
19780813;2,16;503
19850402;6,16;508
19280514;3,84;503
19330617;17,82;518,3
19420604;15,6;499,1
19441015;21,78;506,5
19490416;19,46;499
19961011;17,14;503
19470517;16,72;498,9
19600707;22;506,6
19970814;19,58;496,9
19570519;18,86;503,6
19081108;16,54;500
19220831;15,12;497,9
19471010;12,8;502
19420708;21,28;511,8
19471111;27,56;507,6
19540116;25,24;498
19600526;22,92;501
19590815;20,6;502
19791207;25,38;503,1
19820912;23,06;495
19220216;22,94;497,2
19211228;28,22;505,6
19230202;29,6;507,7
19290921;31,38;507,1
19340421;29,06;495
19330411;26,84;501,1
19640318;24,52;504
19920417;31,6;512,4
19390620;29,98;501,7
19570314;28,26;501,6
19640715;25,94;500
19901219;23,52;502,9
19960715;21,2;498
19330803;18,88;500
19431224;16,66;504,1
19470922;14,44;505,1
19600629;18,92;511,8
19220913;18,8;503,2
19791027;16,48;500
19900404;17,56;507,4
19220902;19,84;509,6
19220215;20,42;501,9
19340526;18,1;497
19401028;15,78;495
19560109;17,36;505,9
19640506;15,04;502
19860610;14,22;501,5
19410510;11,9;504
19570717;10,28;500,7
19570211;16,66;507,7
19640405;14,34;504
19760629;12,02;495
19200721;9,8;501,1
19201009;7,58;504,1
19240418;5,36;498,1
19440916;3,94;495,9
19200715;1,62;499
19331018;1,72;500,1
19430918;2,32;503,6
19470428;0,4;502,4
19560714;1,2;499,8
19551211;6,7;505,5
19570125;4,38;501
19640707;2,06;496
19780812;2,26;502,2
19220912;2,26;502
19420410;3,96;497,7
19920129;1,64;497
19220316;1,64;503
19290806;1,94;505,3
19470610;1,94;496
19470521;1,94;502
19540610;6,84;507,9
19570202;6,32;501,8
19901013;4;501
19300227;1,68;503
19360515;1,68;498
19780421;1,68;503
19900107;1,88;496,2
19430419;3,28;502,4
19640718;8,06;511,1
19200725;5,74;504
19270223;3,92;499,5
19530417;1,6;498
19600227;5,8;500,2
19760314;3,38;504,9
19860510;9,16;503,1
19470703;6,84;501
19591225;8,72;500,2
19900418;6,3;497,9
19240405;3,98;504
19470516;4,56;506,9
19960620;2,14;504,9
19350401;4,04;504,9
19770523;1,72;503
19770108;2,62;502,9
19760311;0,3;500
19220128;0,5;496,2
19420621;0,5;497
19420526;15,9;516,4
19560618;14,28;501,7
19600129;19,56;508,6
19860925;17,24;502
19090728;27,02;513,1
19400625;25,3;504,6
19430729;22,98;495
19330819;20,66;504
19420330;18,34;496
19110328;16,02;498
19230708;13,7;504
19560614;11,68;501,3
19560302;14,36;505
19550624;12,04;500
19791103;10,12;500,4
19200608;7,8;500
19470926;5,48;501
19640428;15,66;508,5
19851106;14,74;500,4
19440905;16,12;499,7
19770921;13,7;495,9
19770116;13,48;497,1
19081120;12,76;497,6
19920503;10,54;502,1
19740523;21,12;516,9
19240603;19,6;501,8
19371018;17,28;504
19400515;15,06;503,1
19540123;12,74;505
19390828;11,72;505,3
19780831;12,9;503,5
19431118;10,58;504
19600516;21,36;508,1
19600624;35,84;512,8
19590810;34,22;499,7
19850422;31,9;505
19200710;29,58;499
19961028;28,56;506,3
19490815;26,34;505,1
19560309;24,02;496
19570404;21,9;502,2
19760916;19,48;500,9
19980216;17,76;495,6
19420528;20,14;505,7
19440903;28,12;508,3
19470506;25,8;495
19780313;25,58;505,1
19920620;23,26;495
19960929;34,94;517
19350317;32,72;503,1
19570518;31,3;501,9
19110930;40,28;510,3
19830811;37,96;497
19831102;35,64;503
19860407;35,22;504,9
19900911;32,9;499
19970305;30,58;505
19470309;28,26;498
19490411;25,94;495
19760728;23,52;497,9
19840908;22,1;504,9
19860611;22,68;497,9
19641003;20,36;498
19770204;17,94;501,9
19770115;19,52;503,9
19180610;18,8;503,6
19920406;16,38;495,9
19340120;14,46;505,4
19360604;28,24;515,1
19431124;32,32;503,4
19570201;32,2;507,2
19110607;29,88;497
19350331;38,76;509,2
19350510;36,44;495
19371115;36,02;505,9
19490810;33,7;496
19970120;31,28;504,9
19420409;31,26;500,3
19081218;29,04;503,1
19821007;42,12;512,4
19851019;39,7;494,9
19420408;37,98;505,6
19470726;35,66;496
19600107;33,44;497,1
19771015;31,02;498,9
19780312;34,7;508
19440608;37,38;509
19530607;35,06;503
19570131;39,24;509,5
19600521;43,72;507,8
19330826;41,4;500
19860730;39,08;496
19911027;36,76;504
19920602;50,34;513,9
19230815;63,32;512,3
19780622;77,1;519,1
19791031;83,78;508
19860609;81,46;501
19600219;79,54;496,4
19220505;79,22;502
19210201;76,9;499
19290814;74,58;503
19770112;72,16;504,9
19830309;69,84;497
19860323;78,02;510,5
19280729;80,1;499,4
19330821;82,98;505,2
19740524;83,46;504,8
19570525;81,14;499
19891204;78,72;498,9
19090524;76,4;503
19201205;74,08;505
19570513;73,26;499,5
19800511;70,94;496
19211109;68,62;502
19770201;66,2;495,9
19221128;72,98;505,1
19230727;72,06;501,4
19560709;87,94;518,2
19860406;85,52;498,9
19600221;84,5;505,3
19110217;82,18;502
19440614;81,56;501,7
19470706;79,34;505,1
19910830;77,02;501
19380802;74,7;505
19791202;72,28;495,9
19901028;87,46;518,5
19240531;91,24;503,1
19350325;89,52;505,6
19430418;87,2;503
19290208;84,98;504,1
19330508;90,26;510,6
19441103;92,14;500,2
19600806;90,72;496,9
19081119;96,5;505,1
19371114;98,68;504,5
19900707;98,66;505,3
19551223;96,84;497,5
19851107;97,62;507,1
19910127;95,3;500
19900706;93,78;501,8
19210610;97,76;501,3
19250703;95,44;500
19331029;93,12;503
19470816;90,8;501
19531020;88,68;503,2
19090719;86,36;499
19141107;84,84;505,8
19220504;84,32;504,8
19530328;86,5;499,5
19550721;84,18;504
19770426;86,36;508,5
19201231;95,34;506,3
19441029;93,02;497
19760906;90,6;497,9
19330517;88,28;504
19350402;89,26;504,3
19470604;87,74;501,8
19560117;85,42;497
19830320;87;503,9
19850207;84,68;502
19220830;84,06;501,7
19220222;82,54;497,8
19330525;96,82;514,6
19470129;94,5;500
19550922;92,18;500
19740415;89,76;497,9
19900710;89,34;497,9
19481219;87,12;504,1
19090605;84,9;498,1
19851105;98,98;520,4
19200704;104,26;508,6
19340321;103,04;501,1
19410802;100,72;505
19530326;99,5;499,1
19180609;98,38;501,2
19971207;96,06;500
19240528;93,74;495
19290825;91,52;496,1
19491004;89,4;499,2
19330929;87,18;496,1
19431213;84,86;498
19551126;82,64;502,1
19141202;80,32;499
19900513;78,1;501,1
19270503;75,78;497
19330625;73,46;505
19640725;71,14;495
19770424;69,42;499,6
19250619;67,1;501
19441101;66,08;500,3
19440217;63,76;505
19530330;66,34;503,9
19560226;64,02;496
19901223;61,6;498,9
19170426;59,28;498
19280714;56,96;497
19390827;54,64;504
19440623;52,42;497,1
19851221;50,1;496
19440915;47,88;496,1
19220302;47,86;503,3
19240721;45,54;497
19560119;45,42;507,2
19600104;44;504,9
19180630;41,68;497
19961027;50,16;510,8
19220301;53,44;509,6
19380222;51,12;496
19920710;49,2;496,4
19210108;46,98;498,1
19390619;49,26;507,6
19081202;46,94;502
19860215;44,62;498
19200726;46;503,7
19220202;55,08;509,4
19490719;52,96;505,2
19110214;50,64;496
19120511;48,32;504
19850412;52;508
19900130;50,88;505,2
19250622;54,16;501,6
19380609;58,74;503,9
19390617;56,42;500
19440807;54,1;499
19440616;56,98;500,2
19560713;54,66;504
19591121;52,34;496
19110719;50,02;499
19530813;47,7;499
19560118;48,08;504,7
19090603;47,26;504,5
19290711;44,94;503
19331114;42,62;505
19570313;40,3;496
19221014;37,98;502
19340629;35,86;497,2
19440613;35,64;506,1
19570716;47,42;509,1
19770107;45;500,9
19090206;42,98;499,3
19850407;45,36;505,7
19960831;44,04;500
19590715;41,72;501
19900709;44,3;501,9
19900330;41,98;496
19220503;41,66;506
19400620;39,34;505
19440611;39,12;498,1
19560104;36,9;500,1
19640402;34,58;497
19851108;35,16;505,9
19230808;32,84;499
19220213;30,82;495,3
19760909;36,2;504,7
19540708;33,88;496
19570512;41,86;509,3
19600223;39,74;501,2
19110311;37,42;500
19900515;40,2;505,1
19400626;41,68;504,8
19081115;39,36;500
19110615;46,44;507,4
19840816;44,12;498
19200818;42;505,2
19270314;39,68;502
19441009;38,16;499,8
19430917;37,84;500
19770326;35,92;495,4
19090707;41;507,4
19210607;38,68;504
19400629;36,36;499
19770104;35,04;505
19781010;32,62;499,9
19470514;30,3;500
19491105;28,18;504,2
19220829;27,96;507,1
19440612;28,14;497,5
19560617;33,82;509
19860606;44,5;508
19230726;43,08;503,9
19780309;40,76;495
19960829;40,64;503,2
19220224;38,32;503
19401101;36;501
19440610;34,88;505,2
19240602;33,06;499,5
19570127;32,74;497
19270219;30,42;504
19330817;28,2;504,1
19550814;25,88;502
19570517;23,56;501
19760918;27,44;510,2
19920513;25,12;504
19270222;23,9;502,1
19420603;21,58;500
19470427;19,26;498
19840907;35,24;522,3
19961022;32,92;501
19220502;31,8;506,2
19210104;31,48;502
19400624;29,76;498,6
19600220;30,94;507,5
19590807;28,62;497
19960828;37,8;507,5
19920724;35,78;497,3
19960901;36,16;501,7
19280604;33,84;495
19470608;31,92;498,4
19490807;29,9;498,3
19780410;29,58;504
19850707;27,26;499
19590809;29,64;499,7
19220828;27,62;501,3
19280513;25,3;503
19431221;23,98;498
19490415;21,66;496
19961010;21,14;497,8
19330410;18,92;499,1
19430916;16,6;499
19270220;16,78;504,5
19290805;16,36;502,9
19390729;14,04;500
19081107;11,72;498
19431223;10,7;499,3
19471009;8,68;504,3
19470921;25,76;515,4
19540115;23,84;499,4
19600525;21,52;501
19590814;20,1;501,9
19820911;17,78;502
19780811;15,46;499
19210109;16,14;506
19340420;13,82;498
19360511;11,7;502,2
19640317;9,38;504
19970505;20,16;516,1
19970813;17,84;495
19980215;15,52;499
19640714;13,2;499
19960714;10,78;498,9
19330802;8,46;505
19570126;10,64;505,5
19791102;8,72;498,4
19900106;7,9;496,5
19200720;5,58;505
19201008;3,26;499
19240417;0,94;498
19200407;2,04;504,1
19331017;10,14;511,1
19780314;11,92;499,1
19791026;9,6;498
19340525;7,28;496
19401027;4,96;495
19640505;4,44;501,8
19900206;2,12;505
19900127;2,52;505,4
19920312;18,9;514,7
19210103;17,18;498,6
19410509;14,86;501
19470701;31,94;519,4
19901218;29,52;500,9
19560613;27,2;501
19640404;24,88;503
19760628;22,56;503
19220127;20,24;495
19420406;17,92;504
19780409;15,6;498
19200714;13,28;501
19570124;10,96;505
19640706;8,64;502
19220911;7,22;500,9
19470605;8,4;508,5
19110603;24,68;519,6
19920128;22,36;504
19220315;20,04;501
19470609;20,42;507,7
19470520;18,1;499
19570523;25,38;513,6
19090602;24,36;505,3
19901012;22,04;497
19180608;19,72;500
19300226;17,4;503
19360514;15,08;502
19420407;15,16;498,4
19441031;13,94;504,1
19780420;12,72;497,1
19141127;11;497,6
19870510;8,58;502,9
19200724;13,96;508,7
19960702;12,34;495,7
19530416;10,02;499
19770331;8,1;499,4
19900830;6,08;498,3
19910926;11,96;507,2
19340320;17,34;511,7
19470702;17,52;507,5
19600805;15,2;503
19240404;12,88;496
19280516;15,76;506,2
19530325;13,44;501
19770725;26,52;518,4
19900416;25,7;503,5
19290804;24,48;501,1
19340119;23,66;504,5
19770522;21,34;501
19760310;18,92;495,9
19420620;16,6;505
19860924;14,28;503
19760313;17,96;507
19920502;15,84;495,2
19971223;14,22;505,7
19430728;11,9;505
19570403;9,68;496,1
19900417;9,76;506,4
19961009;8,54;505,1
19330818;9,22;508
19400514;6,9;503
19420329;4,78;505,2
19110327;3,26;499,8
19901029;4,84;500,9
19960619;2,42;494,9
19230707;0,1;498
19490802;19,5;518,4
19550623;17,18;495
19900705;27,16;510,3
19200607;24,94;495,1
19470925;22,72;495,1
19141106;20,4;497
19900129;17,98;501,9
19920617;15,66;502
19970212;30,34;522
19280607;35,62;502,6
19240524;35,2;506,9
19490814;32,98;499,1
19371017;30,66;502
19540122;28,54;502,2
19350316;26,22;504
19470603;23,9;503
19600218;21,58;505
19220221;19,76;495,5
19431117;17,74;503,3
19850421;15,42;499
19200709;13,1;501
19350324;13,08;502,3
19550611;11,06;505,3
19770920;8,74;499
19900909;6,32;503,9
19350323;15,5;512,5
19560308;13,18;495
19900903;11,66;502,8
19470505;11,14;502,8
19640504;10,22;500,4
19920619;9,8;500,9
19390723;13,08;510,6
19431113;19,76;510
19470305;26,44;506
19770216;24,02;501,9
19420530;27,8;504,1
19830810;25,48;495
19831101;23,16;504
19900905;20,74;499,9
19900910;20,82;499,4
19970304;18,4;494,9
19470308;18,18;502,1
19490410;15,96;495,1
19550606;13,64;505
19220916;11,32;496
19551214;18;504
19600103;15,78;499,1
19641002;13,46;498
19770109;16,14;509
19760915;13,72;499,9
19111006;11,4;505
19081217;9,18;505,1
19220217;12,26;510,4
19551222;9,94;495
19600106;9,82;502,2
19110606;7,5;499
19960703;7,98;503,8
19350509;5,66;499
19560305;3,54;496,2
19960830;4,62;505,4
19570315;7,7;509,4
19760727;5,38;497
19900207;6,06;506
19490809;3,74;501
19770203;8,22;504,8
19440609;10,5;506,6
19470430;14,88;508,7
19781223;12,56;497
19920405;10,14;502,9
19470725;7,82;498
19290823;7,3;499,8
19440617;8,78;500,8
19530606;6,46;502
19600105;8,04;499,9
19900105;5,72;496
19330825;3,5;505,1
19860729;1,08;503,9
19911026;1,08;497
19470307;1,28;498,2
19220501;2,48;503,2
19970119;2,06;500,9
19240523;18,06;520
19250624;16,84;502,1
19331030;18,82;506,3
19770423;18,8;503,3
19770103;17,58;505,1
19860608;15,16;497,9
19851018;12,74;501,9
19771014;10,32;496,9
19770422;8,2;500,2
19900906;8,48;504,6
19210111;6,26;495,1
19210131;3,94;503
19290813;1,62;500
19431222;5,02;505,4
19830308;2,7;500
19120505;0,38;503
19481213;1,38;500
19270221;4,78;508,4
19570524;5,56;501,1
19090523;3,24;501
19201204;15,12;516,2
19330618;18,6;502,8
19470705;23,98;508,7
19800510;21,66;502
19900125;26,64;504,3
19920618;27,22;506,9
19211108;25,8;499,9
19531019;23,68;497,2
19770111;23,36;497
19230725;30,94;506,9
19290207;28,62;505
19441008;26,4;499,1
19830321;28,48;509,4
19110216;32,36;502,2
19891203;30,04;500
19470504;29,42;500,7
19900415;45,9;513,8
19910829;43,58;503
19220705;41,26;499
19340118;45,74;503,8
19380801;43,42;505
19770131;41,1;500
19350403;43,28;508,5
19430417;41,06;499,1
19440924;40,34;504,6
19860405;38,22;498,2
19431220;36;500,1
19920709;33,68;496
19441026;31,36;502
19491003;29,04;496
19090601;26,72;497
19910126;24,3;494,9
19250702;21,98;503
19331028;19,66;496
19470815;17,34;505
19791201;16,32;501,3
19090718;14;501
19481218;11,68;498
19550720;9,36;498
19770811;8,04;498
19090604;9,92;509,2
19200406;8,1;505,5
19441028;7,08;497,3
19330516;4,76;497
19120601;4,34;503,9
19970118;1,92;501,9
19270224;7,62;502,7
19290824;8,1;507,8
19560116;5,78;502
19850206;3,36;501,9
19180617;11,84;510,8
19330928;9,72;497,2
19470128;8,1;498,7
19550921;5,78;505
19551125;3,56;505,1
19590730;16,44;518,2
19220917;17,12;504
19290822;31,9;521,1
19590813;29,58;505
19770110;30,26;501
19830322;30,54;502,6
19760905;28,12;500,9
19900512;35,6;514,8
19410801;46,48;510,2
19780307;44,16;495
19971206;42,74;501,9
19240527;40,42;505
19560121;39,8;503,7
19081121;43,08;508,6
19180713;41,96;502,2
19220303;44,14;505,5
19441030;46,62;508,8
19440622;44,3;503
19431212;41,98;495
19490718;41,36;500,7
19740414;39,04;498
19780419;38,32;502,6
19090205;43,1;505,1
19141201;41,18;496,4
19440914;38,86;500
19770325;36,44;494,9
19270502;34,12;501
19330624;31,8;501
19400623;38,48;513
19640724;36,16;495
19220909;48,74;515,9
19220212;46,42;496
19210107;45,8;497,7
19240601;48,48;501
19250618;47,06;496,9
19440216;44,74;496
19560225;42,42;495
19640503;48,5;506,4
19170425;46,48;502,3
19280713;44,16;503
19290803;41,94;505,1
19340628;58,52;514,9
19390826;56,2;496
19851220;56,18;502,3
19640903;53,86;500
19851219;51,44;499,9
19220822;49,12;502
19240720;46,8;497
19740616;44,48;495
19110618;49,96;506,8
19180629;47,64;502
19220910;47,72;497,4
19980303;62;516,6
19380221;59,68;498
19440907;65,46;509,1
19961008;63,14;505
19280730;66,12;510,3
19081201;63,8;499
19860214;61,38;496,9
19901222;58,96;504,9
19600222;61,84;506,2
19110213;59,52;501
19120510;57,3;502,1
19390616;54,98;501
19400312;54,36;503,7
19430604;52,04;504
19200817;49,72;497
19380705;59;513,6
19391008;56,78;505,1
19440806;54,46;503
19560712;52,14;501
19560103;49,82;505
19591120;47,5;498
19791010;45,18;497
19110718;43,66;497,8
19330619;44,34;498
19441017;50,32;506,3
19530812;48;497
19290710;45,68;502
19331113;43,36;499
19570312;41,04;504
19120531;38,72;502
19870511;40,2;503,8
19221013;37,88;502
19470607;36,76;497,2
19470503;34,64;495,2
19491104;32,32;497
19280518;31;501
19290807;34,88;507,2
19590714;32,66;495,1
19900329;30,34;497
19270226;30,22;500,2
19400619;27,9;503
19640401;25,78;497,2
19090715;23,46;495
19230807;21,14;497
19210102;19,52;497,7
19340418;27;507,8
19440206;24,68;500
19920723;22,36;498
19490806;20,04;495
19540707;18,22;504,5
19770106;22,6;506,7
19780315;24,38;509,1
19110310;22,06;501
19850728;33,74;512
19540114;33,42;505
19081114;41;511,9
19840815;38,68;498
19960701;38,26;500,9
19220827;35,94;502
19260924;34,02;498,4
19270313;31,7;502
19440923;49,58;515,2
19791129;47,26;505
19210606;44,94;499
19270225;45,52;502,9
19280731;45,8;506,6
19400628;43,48;504
19791208;47,76;509,6
19780929;56,64;510,2
19110326;54,92;500,6
19330816;72;519,4
19471008;89,58;520,9
19470513;87,26;498
19791101;90,64;509,7
19141126;88,32;505
19420404;86;500
19780308;86,58;498,9
19220223;89,56;507,3
19971222;87,24;495
19401031;96,12;516,2
19481216;95,2;498,4
19640709;94,48;505,6
19900126;95,46;508,3
19220430;93,14;505
19781009;90,72;496,9
19270218;89,3;498,9
19540120;97,18;508,2
19560120;99,96;507,1
19551226;107,04;505,4
19550813;114,32;508,6
19570516;118,9;509,9
19230511;125,98;508,4
19490717;124,56;502,9
19920512;122,14;504,9
19420602;119,82;504
19470426;117,5;498
19961021;124,18;512
19330409;122,46;497,6
19360510;120,14;500
19590806;117,82;499
19900902;117,3;503,8
19250623;120,08;510,1
19250808;117,86;499,1
19770206;117,34;498,8
19770102;115,02;499
19210106;112,7;496
19280603;110,38;504
19850706;107,96;502,9
19780418;105,64;503
19280512;104,32;499
19490414;102;502
19540113;115,08;515,4
19640710;115,26;506,5
19770330;112,94;504
19430915;110,72;496,1
19390728;108,7;496,3
19591029;107,38;505
19081106;105,06;504
19550607;106,64;502,9
19600524;112,42;511,1
19791130;112,8;504,7
19820910;110,48;500
19220219;109,36;506,2
19400311;107,04;500
19481212;107,02;503,3
19780810;104,6;497,9
19900829;102,28;498
19960630;109,06;508,1
19340419;109,54;501,8
19441027;110,62;498,4
19470510;121,6;516,3
19481211;119,28;496
19600809;126,76;508,8
19640316;124,44;505
19970812;122,12;505
19980214;119,8;505
19640713;117,68;505,2
19330801;122,76;511,4
19640904;123,54;505,1
19200719;121,82;505,6
19220220;121,9;507,4
19201007;119,58;502
19240416;117,26;497
19330513;115,74;497,8
19250820;113,42;496
19791025;111,1;503
19340524;108,78;501
19390902;106,46;504
19401026;104,14;501
19900205;101,82;505
19180618;102,9;508,4
19250823;101,08;497,5
19410508;99,46;498,7
19960713;97,14;503
19560612;94,82;499
19640403;97,8;504,3
19760627;95,48;496
19220126;94,46;497,3
19211107;103,94;516,8
19420405;104,42;502,8
19780408;102,1;502
19830911;117,28;515,5
19901110;116,86;499,9
19200713;114,54;503
19570123;112,22;503
19640705;110;498,1
19770805;107,88;502,2
19920501;120,96;514,4
19220702;119,54;502,9
19550913;126,12;513,9
19920127;123,9;500,1
19220314;121,58;503
19420328;119,26;505
19470519;117,94;497
19901217;115,62;505
19901011;113,2;496,9
19180607;110,88;500
19300225;108,56;495
19360513;106,24;503
19180712;114,22;513,3
19391009;115,1;501,2
19431116;113,88;502,1
19860326;111,46;499,9
19530415;109,34;500,2
19550610;107,32;504,3
19770810;104,9;501,9
19770519;102,58;505
19540704;101,36;496,1
19570402;99,04;499
19600804;96,72;505
19600214;95;503,6
19961030;92,78;501,1
19240403;90,46;495
19530324;88,14;500
19540121;88,72;501,9
19900901;86,8;500,4
19430605;87,78;503,3
19770521;87,16;496,7
19770205;91,44;501,6
19920319;89,02;503,9
19200606;88,6;496,9
19420619;86,28;500
19470924;84,06;497,1
19791011;85,04;498,3
19860923;82,72;502
19870509;80,4;505
19901030;82,68;507,6
19430727;80,36;496
19490813;78,04;497
19330919;75,82;504,1
19400513;73,8;497,3
19640708;78,68;512,2
19230706;76,36;495
19550622;74,04;502
19760309;71,62;495,9
19141105;69,3;501
19920616;66,98;502
19800620;78,26;513,6
19851217;75,84;499,9
19371016;73,62;503,1
19200705;77,4;501,1
19960618;75,08;505
19971205;73,56;499,8
19350315;71,24;504
19470602;68,92;503
19600217;66,7;498,1
19640617;64,38;501
19640329;63,46;496,4
19470606;66,14;501
19560304;72,92;506,1
19850420;70,5;498,9
19900128;73,28;506,1
19200708;70,96;502
19490409;69,64;504
19770919;67,22;503,9
19901109;64,9;502
19200410;62,78;503,2
19560307;60,46;497
19600102;58,74;495,6
19481215;56,62;502,2
19591108;54,3;495
19081216;52,38;496,4
19920320;52,66;507,6
19250617;50,54;504,2
19470127;48,22;502
19551230;46,2;499,3
19830809;43,88;499
19831031;41,46;495,9
19441018;42,74;501,6
19470501;44,92;503,5
19550605;42,6;497
19900908;40,58;500,3
19220915;46,96;512,7
19470306;49,34;508,7
19641001;47,02;501
19111005;45,9;498,2
19870502;43,88;504,3
19110716;41,86;504,3
19330913;61,34;524,8
19551221;60,42;498,4
19770421;59,2;505,1
19770215;56,78;501,9
19110605;54,46;500
19350508;52,14;499
19640601;59,62;507,8
19900904;62,1;505,8
19200605;60,08;500,3
19970303;57,76;500
19280517;60,54;500,1
19330824;58,92;499,7
19760726;57,2;496,6
19200405;54,88;505
19490808;58,16;501,6
19760914;57,74;505,9
19640330;58,02;499,6
19770512;72,3;513,6
19781222;69,88;504,9
19470724;67,66;498,1
19210110;70,84;504,5
19530605;68,52;495
19531018;66,2;503
19900104;63,98;499,1
19911025;61,56;497,9
19110717;61,74;505,5
19920404;59,32;504,9
19390910;57,7;496,7
19210130;55,58;500,2
19290812;53,26;504
19490916;60,64;504,7
19770520;61,32;508
19830307;59;501
19120504;56,68;500
19860728;54,26;494,9
19860404;51,84;502,9
19180715;49,52;505
19441007;47,2;496
19090522;44,88;504
19850612;54,06;511,5
19860607;57,74;503
19851017;55,32;502,9
19771013;52,9;496,9
19760912;50,58;500
19800509;48,26;502
19770816;45,84;497,9
19141130;44,12;498,6
19420710;51,7;506,9
19430416;49,38;503
19800621;49,96;505,9
19081213;48,64;497
19220218;51,32;501
19290206;49,1;497,1
19431219;63,88;514,1
19891202;61,56;503
19230817;67,94;505,7
19290809;65,62;498
19210101;70,1;504,8
19120515;69,68;506,9
19910828;67,26;494,9
19220704;65,34;495,4
19270217;64,02;502
19330927;61,8;500,1
19380731;59,48;502
19770130;57,16;505
19220125;55,04;500,2
19490716;62,42;505,7
19280511;60,1;504
19330924;57,98;498,2
19760913;58,16;504,5
19780808;56,34;499,5
19920708;54,02;495
19441025;51,8;495,1
19491002;49,48;502
19591028;48,26;501,1
19761227;46,84;503,9
19090531;44,52;503
19170424;42,2;498
19250701;39,88;504
19331027;49,46;509,9
19470814;47,24;495,1
19551124;46,62;502,7
19770209;44,3;498
19090717;42,08;503,1
19481217;43,66;498,9
19550719;41,34;499
19120507;39,92;502,9
19920604;46,5;513,9
19330515;44,98;495,8
19640905;46,26;499,6
19831126;56,84;516,9
19920713;63,52;512
19200408;67,1;501,9
19560115;65,28;501,5
19110325;63,56;501,6
19910125;61,24;500
19540706;61,22;503,3
19550920;58,9;505
19491023;69,08;516,5
19540705;70,16;508,4
19590812;70,04;501,2
19760910;74,22;507,5
19830723;71,9;505
19780306;69,48;494,9
19970117;67,06;494,9
19240526;64,74;504
19850205;62,42;501
19860327;63,6;503,5
19290802;61,38;499,1
19440621;59,06;499
19431211;56,74;503
19640328;54,42;496
19740413;52,1;497
19440913;49,78;497
19431115;47,66;502,2
19431125;53,04;510,7
19771001;71,72;517
19120602;74,2;508,8
19260923;71,88;496
19590811;77,46;512,9
19760904;86,94;514,8
19270501;84,62;504
19330408;82,5;505,2
19330623;80,28;505,1
19540703;77,96;505
19640723;75,74;503,1
19220211;73,42;503
