Datum,Etmaalsom neerslag,Hoogste uursom neerslag,Etmaalgemiddelde temperatuur,Etmaalgemiddelde windsnelheid
1914-09-02,    0,    0,152,   31
1914-09-03,    0,    0,162,   26
1914-09-04,    0,    0,144,   41
1914-09-05,    0,    0,141,   36
1914-09-06,    0,    0,155,   41
1914-09-07,    0,    0,161,   36
1914-09-08,    0,    0,175,   31
1914-09-09,    0,    0,179,   36
1914-09-10,   19,    9,177,   31
1914-09-11,   65,   24,153,   62
1914-09-12,  144,   44,126,   57
1914-09-13,  270,   47,112,   62
1914-09-14,    4,    2,142,   72
1914-09-15,    0,    0,133,   57
1914-09-16,    0,    0,131,   46
1914-09-17,   31,   12,134,   82
1914-09-18,   47,   15,127,  103
1914-09-19,   87,   21,112,   51
1914-09-20,  100,   19,95,   36
1914-09-21,   29,   21,121,   46
1914-09-22,    0,    0,116,   36
1914-09-23,    0,    0,116,   31
1914-09-24,    0,    0,116,   31
1914-09-25,    0,    0,113,   36
1914-09-26,    0,    0,118,   36
1914-09-27,    0,    0,126,   41
1914-09-28,    2,    2,125,   82
1914-09-29,   10,    5,105,   67
1914-09-30,    0,    0,103,   26
1914-10-01,    0,    0,119,   51
1914-10-02,    6,    6,110,   41
1914-10-03,    0,    0,112,   51
1914-10-04,   22,    8,115,   57
1914-10-05,   69,   15,105,   41
1914-10-06,    3,    1,100,   51
1914-10-07,    1,    1,79,   21
1914-10-08,    0,    0,100,   15
1914-10-09,    0,    0,101,   21
1914-10-10,    0,    0,99,   31
1914-10-11,    0,    0,76,   36
1914-10-12,    0,    0,75,   21
1914-10-13,   39,   14,93,   46
1914-10-14,    2,    1,128,   41
1914-10-15,    0,    0,117,   41
1914-10-16,    0,    0,85,   36
1914-10-17,    0,    0,98,   41
1914-10-18,    2,    1,97,   36
1914-10-19,    1,    1,101,   46
1914-10-20,    0,    0,92,   51
1914-10-21,    0,    0,88,   26
1914-10-22,    0,    0,105,   51
1914-10-23,    0,    0,113,   41
1914-10-24,    4,    2,107,   31
1914-10-25,   11,   11,122,   36
1914-10-26,  148,   24,120,   72
1914-10-27,   33,   19,100,   46
1914-10-28,    1,    1,74,   21
1914-10-29,   39,   12,84,   36
1914-10-30,    0,    0,85,   57
1914-10-31,    0,    0,84,   51
1914-11-01,    4,    1,80,   41
1914-11-02,    9,    7,90,   57
1914-11-03,    0,    0,104,   41
1914-11-04,    3,    2,84,   26
1914-11-05,    0,    0,88,   36
1914-11-06,    0,    0,66,   21
1914-11-07,    8,    2,79,   26
1914-11-08,    0,    0,81,   41
1914-11-09,    0,    0,92,   62
1914-11-10,    4,    2,84,   67
1914-11-11,  173,   72,95,   93
1914-11-12,   42,   16,65,   87
1914-11-13,   93,   32,77,   87
1914-11-14,   45,   20,49,   46
1914-11-15,   58,   31,23,   67
1914-11-16,   10,    8,41,   57
1914-11-17,    0,    0,20,   41
1914-11-18,    2,    1,3,   36
1914-11-19,   43,    8,-7,   46
1914-11-20,    1,    1,-17,   36
1914-11-21,    0,    0,-16,   26
1914-11-22,    0,    0,-22,   67
1914-11-23,    0,    0,-15,   41
1914-11-24,    0,    0,19,   36
1914-11-25,    0,    0,19,   51
1914-11-26,    0,    0,36,   82
1914-11-27,    6,    4,66,   77
1914-11-28,   94,   36,59,   98
1914-11-29,    1,    1,80,   87
1914-11-30,    6,    3,92,  118
1914-12-01,    4,    3,101,   98
1914-12-02,    0,    0,74,   82
1914-12-03,    3,    2,82,  103
1914-12-04,    0,    0,68,  118
1914-12-05,   24,   12,46,  108
1914-12-06,    6,    6,39,   67
1914-12-07,  171,   20,111,  103
1914-12-08,    1,    1,87,   72
1914-12-09,   41,   26,70,   36
1914-12-10,   27,   14,69,   46
1914-12-11,    7,    3,56,   36
1914-12-12,   12,    3,42,   41
1914-12-13,   37,   14,65,   77
1914-12-14,   70,   25,78,   87
1914-12-15,  179,   36,67,   82
1914-12-16,   76,   13,67,   72
1914-12-17,    2,    1,56,   62
1914-12-18,   39,   21,51,  108
1914-12-19,  133,   32,65,   98
1914-12-20,   19,   17,35,   46
1914-12-21,   27,   10,28,   51
1914-12-22,   58,   22,20,   72
1914-12-23,    1,    1,4,   36
1914-12-24,    0,    0,6,   31
1914-12-25,    2,    1,-29,   26
1914-12-26,   10,    3,-12,   62
1914-12-27,   25,   13,21,   77
1914-12-28,  105,   21,72,   98
1914-12-29,   61,   21,46,  118
1914-12-30,    0,    0,17,   57
1914-12-31,   15,    3,22,   87
1915-01-01,   45,   12,37,   77
1915-01-02,   76,   34,58,   82
1915-01-03,   45,   14,47,   87
1915-01-04,    0,    0,40,   41
1915-01-05,   41,   10,34,   46
1915-01-06,    1,    1,58,   51
1915-01-07,  166,   28,78,   72
1915-01-08,   45,   12,58,   87
1915-01-09,   37,   14,39,   67
1915-01-10,   33,    9,35,   67
1915-01-11,   58,   16,58,   77
1915-01-12,    9,    3,43,   77
1915-01-13,   59,   19,33,   57
1915-01-14,    2,    1,86,   72
1915-01-15,   51,   25,86,   93
1915-01-16,  217,   42,62,  108
1915-01-17,   28,    8,27,   72
1915-01-18,   10,    4,4,   41
1915-01-19,    0,    0,10,   31
1915-01-20,    7,    2,34,   72
1915-01-21,   96,   10,32,   98
1915-01-22,    9,    6,19,   41
1915-01-23,    1,    1,7,   36
1915-01-24,    0,    0,13,   46
1915-01-25,    0,    0,8,   41
1915-01-26,    0,    0,13,   26
1915-01-27,    0,    0,-1,   41
1915-01-28,    0,    0,-29,   31
1915-01-29,   16,    4,-1,   46
1915-01-30,    0,    0,7,   36
1915-01-31,  118,   30,11,   72
1915-02-01,    0,    0,13,   31
1915-02-02,  108,   20,26,   98
1915-02-03,   23,   23,56,   67
1915-02-04,    0,    0,46,   62
1915-02-05,    0,    0,38,   62
1915-02-06,   14,    5,12,   72
1915-02-07,   13,    7,3,   46
1915-02-08,   38,   20,58,   82
1915-02-09,    5,    3,48,   87
1915-02-10,   75,   13,31,   31
1915-02-11,   31,   13,28,   41
1915-02-12,   15,    6,24,   46
1915-02-13,   57,   24,35,   72
1915-02-14,   74,   15,52,  113
1915-02-15,  125,   22,41,   87
1915-02-16,    0,    0,29,   36
1915-02-17,   61,    9,22,   93
1915-02-18,    1,    1,62,   87
1915-02-19,    8,    5,67,   87
1915-02-20,   17,   11,45,   26
1915-02-21,    0,    0,32,   31
1915-02-22,    1,    1,9,   26
1915-02-23,    2,    2,4,   15
1915-02-24,   39,    7,29,   31
1915-02-25,    2,    1,16,   46
1915-02-26,    0,    0,3,   36
1915-02-27,    6,    5,13,  103
1915-02-28,   39,   27,40,   93
1915-03-01,   63,   13,23,   77
1915-03-02,    0,    0,34,   67
1915-03-03,  127,   16,31,   51
1915-03-04,   16,    7,68,   46
1915-03-05,   18,   14,83,   67
1915-03-06,   32,   17,78,   98
1915-03-07,   42,   16,35,   72
1915-03-08,    0,    0,-2,   87
1915-03-09,    0,    0,-4,   36
1915-03-10,   17,    6,35,   46
1915-03-11,    0,    0,44,   26
1915-03-12,    4,    2,59,   36
1915-03-13,    3,    2,68,   62
1915-03-14,    2,    1,73,   62
1915-03-15,    2,    1,71,   36
1915-03-16,    0,    0,68,   41
1915-03-17,    1,    1,38,   26
1915-03-18,    7,    2,30,   57
1915-03-19,   93,   12,0,   72
1915-03-20,    5,    2,16,   41
1915-03-21,    1,    1,56,   51
1915-03-22,    1,    1,68,   51
1915-03-23,   12,    4,90,   46
1915-03-24,   49,   22,112,   36
1915-03-25,   78,   22,56,   72
1915-03-26,    1,    1,17,   41
1915-03-27,    1,    1,7,   46
1915-03-28,    0,    0,0,   46
1915-03-29,    0,    0,-6,   36
1915-03-30,    0,    0,8,   36
1915-03-31,    0,    0,28,   36
1915-04-01,    0,    0,37,   41
1915-04-02,   33,   22,54,   41
1915-04-03,   15,    8,80,   57
1915-04-04,   41,   19,83,   51
1915-04-05,   85,   16,73,   31
1915-04-06,   20,   13,72,   62
1915-04-07,   44,   11,71,   72
1915-04-08,    0,    0,70,   67
1915-04-09,   30,   12,59,   77
1915-04-10,   22,    6,58,   57
1915-04-11,    2,    2,62,   41
1915-04-12,    0,    0,48,   26
1915-04-13,    0,    0,62,   31
1915-04-14,   17,    8,57,   31
1915-04-15,    0,    0,67,   26
1915-04-16,   10,    6,96,   41
1915-04-17,    1,    1,79,   41
1915-04-18,    0,    0,61,   36
1915-04-19,    0,    0,76,   26
1915-04-20,    0,    0,83,   41
1915-04-21,    0,    0,69,   46
1915-04-22,    0,    0,52,   31
1915-04-23,    0,    0,65,   67
1915-04-24,   15,   13,77,   72
1915-04-25,   96,   20,83,   36
1915-04-26,    0,    0,116,   51
1915-04-27,    0,    0,118,   57
1915-04-28,    0,    0,127,   62
1915-04-29,    0,    0,93,   46
1915-04-30,    0,    0,100,   21
1915-05-01,    0,    0,132,   46
1915-05-02,   10,    4,90,   57
1915-05-03,    0,    0,76,   46
1915-05-04,    0,    0,118,   67
1915-05-05,  201,  107,151,   41
1915-05-06,    0,    0,154,   21
1915-05-07,    1,    1,156,   41
1915-05-08,    0,    0,124,   62
1915-05-09,    0,    0,104,   67
1915-05-10,    0,    0,123,   57
1915-05-11,    0,    0,120,   36
1915-05-12,   50,   20,106,   26
1915-05-13,  230,   33,81,   41
1915-05-14,  104,   38,80,   82
1915-05-15,    0,    0,67,   46
1915-05-16,    0,    0,80,   31
1915-05-17,   25,   11,123,   46
1915-05-18,   99,   22,96,   51
1915-05-19,    8,    8,107,   31
1915-05-20,    0,    0,130,   26
1915-05-21,   39,   36,169,   36
1915-05-22,    0,    0,194,   41
1915-05-23,    0,    0,173,   67
1915-05-24,    0,    0,166,   62
1915-05-25,    0,    0,180,   51
1915-05-26,    0,    0,177,   46
1915-05-27,    0,    0,120,   72
1915-05-28,    0,    0,101,   46
1915-05-29,    0,    0,97,   31
1915-05-30,   13,    7,88,   57
1915-05-31,    0,    0,91,   36
1915-06-01,    0,    0,124,   36
1915-06-02,    0,    0,143,   41
1915-06-03,    0,    0,150,   36
1915-06-04,    0,    0,151,   26
1915-06-05,    1,    1,146,   36
1915-06-06,    0,    0,165,   21
1915-06-07,    0,    0,186,   31
1915-06-08,    4,    4,229,   41
1915-06-09,   34,   18,192,   26
1915-06-10,   50,   39,188,   36
1915-06-11,   47,   18,151,   57
1915-06-12,    0,    0,158,   41
1915-06-13,    0,    0,152,   46
1915-06-14,    0,    0,126,   51
1915-06-15,    0,    0,151,   41
1915-06-16,    0,    0,156,   41
1915-06-17,    0,    0,127,   46
1915-06-18,    0,    0,110,   41
1915-06-19,    0,    0,106,   36
1915-06-20,    0,    0,121,   21
1915-06-21,    0,    0,144,   36
1915-06-22,    0,    0,134,   51
1915-06-23,  116,  103,141,   57
1915-06-24,  164,   80,164,   26
1915-06-25,    2,    1,177,   26
1915-06-26,   10,    4,164,   41
1915-06-27,   70,   49,158,   36
1915-06-28,   33,   18,149,   41
1915-06-29,    2,    2,155,   36
1915-06-30,   13,    9,157,   26
1915-07-01,   28,   28,152,   26
1915-07-02,    0,    0,147,   26
1915-07-03,    0,    0,183,   31
1915-07-04,    0,    0,212,   36
1915-07-05,    0,    0,185,   46
1915-07-06,    1,    1,176,   36
1915-07-07,    2,    2,183,   82
1915-07-08,  129,   46,147,   77
1915-07-09,    1,    1,151,   26
1915-07-10,    0,    0,148,   51
1915-07-11,   21,   19,148,   57
1915-07-12,   84,   35,144,   46
1915-07-13,    0,    0,150,   36
1915-07-14,   25,   12,152,   36
1915-07-15,  119,   37,140,   67
1915-07-16,   40,   18,146,   46
1915-07-17,  230,   42,151,   72
1915-07-18,   12,    8,135,   82
1915-07-19,    0,    0,150,   46
1915-07-20,   17,    8,155,   46
1915-07-21,    3,    3,152,   46
1915-07-22,   42,   11,145,   46
1915-07-23,   84,   27,154,   51
1915-07-24,   12,    5,150,   46
1915-07-25,   68,   40,138,   31
1915-07-26,    2,    2,137,   36
1915-07-27,    7,    7,145,   36
1915-07-28,    7,    4,142,   72
1915-07-29,    7,    7,144,   46
1915-07-30,    1,    1,136,   31
1915-07-31,   85,   55,145,   31
1915-08-01,    0,    0,180,   31
1915-08-02,   23,   17,178,   46
1915-08-03,  119,   53,157,   67
1915-08-04,   30,   22,155,   57
1915-08-05,    1,    1,153,   31
1915-08-06,    5,    3,169,   46
1915-08-07,    2,    2,168,   46
1915-08-08,   42,   14,160,   31
1915-08-09,    1,    1,166,   15
1915-08-10,    0,    0,177,   21
1915-08-11,    0,    0,170,   36
1915-08-12,    1,    1,166,   26
1915-08-13,  286,   98,171,   26
1915-08-14,    6,    3,162,   41
1915-08-15,   32,   29,144,   36
1915-08-16,   13,    7,143,   26
1915-08-17,   13,   10,142,   36
1915-08-18,   12,    8,149,   41
1915-08-19,   30,   23,144,   62
1915-08-20,   22,   13,144,   36
1915-08-21,   97,   39,134,   51
1915-08-22,    1,    1,135,   36
1915-08-23,    1,    1,132,   36
1915-08-24,    0,    0,156,   26
1915-08-25,    0,    0,145,   26
1915-08-26,    1,    1,154,   31
1915-08-27,    0,    0,154,   31
1915-08-28,    0,    0,159,   21
1915-08-29,   55,   26,140,   41
1915-08-30,   46,   13,114,   46
1915-08-31,   63,   17,122,   46
1915-09-01,   35,   24,118,   46
1915-09-02,   27,   19,123,   41
1915-09-03,    0,    0,111,   31
1915-09-04,    0,    0,117,   26
1915-09-05,    0,    0,126,   41
1915-09-06,    0,    0,130,   31
1915-09-07,    0,    0,134,   26
1915-09-08,    5,    5,148,   26
1915-09-09,    0,    0,147,   36
1915-09-10,    0,    0,136,   31
1915-09-11,    0,    0,138,   31
1915-09-12,    0,    0,143,   31
1915-09-13,    0,    0,158,   36
1915-09-14,   56,   49,148,   41
1915-09-15,    5,    1,141,   26
1915-09-16,    0,    0,159,   36
1915-09-17,    1,    1,167,   36
1915-09-18,    5,    5,137,   41
1915-09-19,    0,    0,112,   36
1915-09-20,    0,    0,104,   46
1915-09-21,    0,    0,96,   46
1915-09-22,    0,    0,112,   57
1915-09-23,    0,    0,140,   41
1915-09-24,   31,   15,169,   36
1915-09-25,   31,   26,146,   26
1915-09-26,   36,   22,129,   31
1915-09-27,    9,    4,116,   36
1915-09-28,    5,    3,97,   41
1915-09-29,  184,   36,70,   46
1915-09-30,    0,    0,82,   21
1915-10-01,    7,    5,87,   36
1915-10-02,    1,    1,77,   21
1915-10-03,   27,   15,77,   26
1915-10-04,   33,    8,95,   51
1915-10-05,   18,    8,90,   26
1915-10-06,    1,    1,90,   26
1915-10-07,    0,    0,100,   31
1915-10-08,    0,    0,89,   26
1915-10-09,    2,    2,102,   36
1915-10-10,    0,    0,101,   31
1915-10-11,    0,    0,110,   51
1915-10-12,   10,    7,113,   36
1915-10-13,   13,    8,119,   26
1915-10-14,    2,    1,101,   26
1915-10-15,    0,    0,99,   31
1915-10-16,    0,    0,100,   26
1915-10-17,    1,    1,67,   26
1915-10-18,    0,    0,65,   31
1915-10-19,    2,    1,75,   36
1915-10-20,    0,    0,67,   36
1915-10-21,    0,    0,71,   31
1915-10-22,    0,    0,43,   26
1915-10-23,    1,    1,59,   26
1915-10-24,    0,    0,52,   46
1915-10-25,    0,    0,44,   87
1915-10-26,    0,    0,31,   31
1915-10-27,    0,    0,32,   21
1915-10-28,   63,   14,50,   41
1915-10-29,   23,    3,51,   57
1915-10-30,    0,    0,40,   26
1915-10-31,    1,    1,56,   46
1915-11-01,   38,    7,57,   62
1915-11-02,  110,   20,42,   82
1915-11-03,    3,    3,55,   31
1915-11-04,    6,    5,52,   31
1915-11-05,    1,    1,47,   31
1915-11-06,    2,    1,38,   31
1915-11-07,    1,    1,32,   51
1915-11-08,    0,    0,72,   46
1915-11-09,   44,   23,85,   98
1915-11-10,   82,   21,60,   87
1915-11-11,    3,    2,62,   67
1915-11-12,  253,   43,95,   93
1915-11-13,   45,    8,72,   87
1915-11-14,  146,   18,21,   46
1915-11-15,   48,   25,18,   41
1915-11-16,   13,    3,18,   36
1915-11-17,    2,    1,24,   46
1915-11-18,   44,   21,9,   36
1915-11-19,    0,    0,15,   46
1915-11-20,    0,    0,1,   51
1915-11-21,    0,    0,-2,   46
1915-11-22,    3,    1,-19,   41
1915-11-23,    3,    1,12,   36
1915-11-24,    8,    5,37,   62
1915-11-25,   33,   11,28,   62
1915-11-26,   14,   11,-11,   31
1915-11-27,    1,    1,-33,   21
1915-11-28,    0,    0,-63,   46
1915-11-29,   15,    6,-7,   77
1915-11-30,   53,   18,60,   82
1915-12-01,   78,   26,68,   72
1915-12-02,   24,   10,67,   72
1915-12-03,   21,    8,42,   46
1915-12-04,  165,   34,95,   72
1915-12-05,    5,    3,65,   72
1915-12-06,   51,   10,98,  103
1915-12-07,   21,   12,83,  103
1915-12-08,   63,   45,73,   82
1915-12-09,  105,   25,26,   46
1915-12-10,   19,    5,110,   82
1915-12-11,   91,   55,82,   82
1915-12-12,    6,    4,34,   51
1915-12-13,   53,   19,17,   51
1915-12-14,   17,   10,26,   67
1915-12-15,   28,    9,21,   93
1915-12-16,   22,    6,20,   62
1915-12-17,   35,   12,28,   26
1915-12-18,    0,    0,34,   57
1915-12-19,    3,    1,24,   31
1915-12-20,    7,    4,21,   41
1915-12-21,   30,    4,-13,   57
1915-12-22,   22,   10,-9,   36
1915-12-23,   47,   18,52,   67
1915-12-24,   96,   20,71,   67
1915-12-25,   11,    5,77,   82
1915-12-26,    3,    1,67,   67
1915-12-27,   64,   20,81,   98
1915-12-28,    0,    0,73,   87
1915-12-29,    1,    1,50,   31
1915-12-30,   14,    6,61,   41
1915-12-31,   39,   25,56,   82
1916-01-01,   18,   13,90,  123
1916-01-02,   57,   17,92,   93
1916-01-03,  109,   27,95,   93
1916-01-04,    3,    3,82,   93
1916-01-05,   72,   42,74,   82
1916-01-06,    5,    3,83,   72
1916-01-07,   53,   18,87,  103
1916-01-08,   12,    4,55,  108
1916-01-09,    2,    2,37,   51
1916-01-10,    0,    0,83,   77
1916-01-11,   23,    9,63,   98
1916-01-12,    4,    3,32,   51
1916-01-13,  170,   47,49,  144
1916-01-14,    2,    2,31,   98
1916-01-15,    0,    0,67,   87
1916-01-16,    4,    1,67,   46
1916-01-17,    9,    3,60,   57
1916-01-18,   73,   16,80,   51
1916-01-19,    2,    1,80,   77
1916-01-20,   57,   17,74,   77
1916-01-21,    2,    1,77,   82
1916-01-22,   18,   11,90,   67
1916-01-23,    0,    0,35,   41
1916-01-24,    8,    5,39,   51
1916-01-25,    1,    1,41,   57
1916-01-26,    0,    0,62,   51
1916-01-27,   10,    7,63,   51
1916-01-28,    1,    1,48,   26
1916-01-29,    0,    0,36,   31
1916-01-30,    0,    0,-1,   26
1916-01-31,    0,    0,-5,   31
1916-02-01,    0,    0,-18,   31
1916-02-02,    1,    1,9,   62
1916-02-03,    0,    0,47,   93
1916-02-04,   20,    5,72,  103
1916-02-05,   14,    8,65,   51
1916-02-06,   21,   11,56,   87
1916-02-07,    4,    2,51,   62
1916-02-08,   12,    6,31,   57
1916-02-09,    0,    0,9,   26
1916-02-10,   59,   25,21,   36
1916-02-11,   15,    5,23,   77
1916-02-12,   37,    6,10,   46
1916-02-13,   17,    5,34,   51
1916-02-14,  103,   38,67,   82
1916-02-15,  148,   49,20,   57
1916-02-16,   49,   12,75,  134
1916-02-17,   27,    9,46,   93
1916-02-18,   82,   23,45,   62
1916-02-19,   34,   11,49,   72
1916-02-20,    0,    0,9,   26
1916-02-21,    0,    0,-2,   36
1916-02-22,    2,    2,9,   41
1916-02-23,   31,   17,-13,   87
1916-02-24,   73,   10,-29,   51
1916-02-25,    0,    0,-11,   67
1916-02-26,   28,    9,1,   36
1916-02-27,    1,    1,18,   82
1916-02-28,    5,    2,33,   62
1916-02-29,    0,    0,79,   72
1916-03-01,    0,    0,56,   46
1916-03-02,   14,    7,37,   36
1916-03-03,   52,   18,31,   72
1916-03-04,   29,    9,23,   82
1916-03-05,   30,    9,17,   41
1916-03-06,    7,    4,12,   31
1916-03-07,   66,   12,11,   82
1916-03-08,    2,    2,7,   41
1916-03-09,    0,    0,-5,   67
1916-03-10,   12,    4,9,   82
1916-03-11,    0,    0,27,   67
1916-03-12,    3,    1,34,   57
1916-03-13,    0,    0,51,   51
1916-03-14,    0,    0,48,   31
1916-03-15,    0,    0,55,   46
1916-03-16,    0,    0,93,   46
1916-03-17,    0,    0,106,   31
1916-03-18,    0,    0,112,   41
1916-03-19,    0,    0,124,   57
1916-03-20,   35,   21,125,   41
1916-03-21,  154,   30,61,   51
1916-03-22,  101,   12,21,   77
1916-03-23,   23,    4,-1,   57
1916-03-24,   22,   11,-2,   31
1916-03-25,   64,   17,28,   67
1916-03-26,   28,    9,37,   87
1916-03-27,   84,   34,49,   77
1916-03-28,  105,   40,78,   82
1916-03-29,   17,    9,33,   72
1916-03-30,    1,    1,42,   46
1916-03-31,    0,    0,58,   36
1916-04-01,    1,    1,68,   36
1916-04-02,    0,    0,101,   41
1916-04-03,    0,    0,111,   26
1916-04-04,    5,    4,73,   51
1916-04-05,    0,    0,71,   41
1916-04-06,    0,    0,70,   46
1916-04-07,    0,    0,92,   67
1916-04-08,    0,    0,59,   72
1916-04-09,    0,    0,50,   57
1916-04-10,    0,    0,57,   62
1916-04-11,   61,   23,53,   62
1916-04-12,  166,   63,60,   67
1916-04-13,   37,   31,80,   82
1916-04-14,   47,   22,63,   72
1916-04-15,   62,   13,48,   82
1916-04-16,    5,    3,59,   62
1916-04-17,   81,   16,71,   82
1916-04-18,   99,   17,68,   67
1916-04-19,   33,   13,66,   57
1916-04-20,   89,   29,67,   51
1916-04-21,   13,   10,80,   51
1916-04-22,  105,   20,68,   62
1916-04-23,    0,    0,83,   51
1916-04-24,    0,    0,90,   31
1916-04-25,    0,    0,127,   41
1916-04-26,    0,    0,157,   51
1916-04-27,    0,    0,169,   51
1916-04-28,    0,    0,153,   72
1916-04-29,    0,    0,155,   57
1916-04-30,    0,    0,149,   46
1916-05-01,   26,   22,133,   62
1916-05-02,   11,    8,133,   46
1916-05-03,    0,    0,119,   41
1916-05-04,    0,    0,167,   41
1916-05-05,    0,    0,201,   41
1916-05-06,  115,   51,138,   46
1916-05-07,   56,   16,135,   57
1916-05-08,   24,    7,92,   51
1916-05-09,   84,   27,93,   57
1916-05-10,   18,   12,75,   67
1916-05-11,    0,    0,86,   31
1916-05-12,    1,    1,95,   26
1916-05-13,    0,    0,121,   41
1916-05-14,    4,    4,116,   31
1916-05-15,   49,   18,111,   57
1916-05-16,    0,    0,126,   41
1916-05-17,    0,    0,138,   36
1916-05-18,    0,    0,136,   41
1916-05-19,    0,    0,126,   36
1916-05-20,    0,    0,130,   31
1916-05-21,    0,    0,169,   31
1916-05-22,    8,    4,171,   41
1916-05-23,    2,    2,129,   46
1916-05-24,   11,    8,138,   41
1916-05-25,  158,   40,149,   41
1916-05-26,   25,   14,128,   41
1916-05-27,   57,   13,107,   57
1916-05-28,    0,    0,128,   46
1916-05-29,    1,    1,132,   41
1916-05-30,   18,    4,120,   46
1916-05-31,    0,    0,138,   31
1916-06-01,    0,    0,147,   36
1916-06-02,    0,    0,130,   46
1916-06-03,    1,    1,108,   46
1916-06-04,    0,    0,111,   46
1916-06-05,   67,   15,114,   67
1916-06-06,   94,   19,102,   46
1916-06-07,  129,   38,105,   41
1916-06-08,   59,   39,117,   36
1916-06-09,  112,   26,110,   26
1916-06-10,   56,   21,107,   36
1916-06-11,   11,    5,103,   41
1916-06-12,  156,   20,90,   67
1916-06-13,  101,   43,100,   77
1916-06-14,   12,    5,117,   72
1916-06-15,   13,    5,106,   77
1916-06-16,    0,    0,109,   51
1916-06-17,    0,    0,95,   36
1916-06-18,    0,    0,103,   41
1916-06-19,    4,    2,94,   46
1916-06-20,    0,    0,112,   51
1916-06-21,    0,    0,118,   36
1916-06-22,    0,    0,150,   26
1916-06-23,    0,    0,196,   41
1916-06-24,  130,   58,151,   31
1916-06-25,    0,    0,154,   31
1916-06-26,   28,   16,158,   21
1916-06-27,   83,   66,140,   26
1916-06-28,   54,   29,123,   46
1916-06-29,    6,    6,138,   46
1916-06-30,   56,   33,128,   57
1916-07-01,    0,    0,155,   36
1916-07-02,    0,    0,151,   36
1916-07-03,    0,    0,144,   21
1916-07-04,   12,    4,146,   26
1916-07-05,   93,   30,155,   46
1916-07-06,    4,    2,146,   31
1916-07-07,    6,    2,150,   36
1916-07-08,    0,    0,161,   36
1916-07-09,    0,    0,150,   31
1916-07-10,    0,    0,145,   31
1916-07-11,    0,    0,138,   41
1916-07-12,    2,    2,147,   51
1916-07-13,   56,   16,137,   51
1916-07-14,   43,   25,126,   41
1916-07-15,   11,    6,135,   51
1916-07-16,   30,   11,138,   36
1916-07-17,    0,    0,136,   36
1916-07-18,    0,    0,137,   46
1916-07-19,    0,    0,129,   26
1916-07-20,    5,    3,145,   41
1916-07-21,    0,    0,149,   36
1916-07-22,    2,    1,141,   31
1916-07-23,    0,    0,151,   31
1916-07-24,    0,    0,152,   36
1916-07-25,    0,    0,151,   41
1916-07-26,    0,    0,163,   31
1916-07-27,    0,    0,187,   51
1916-07-28,    0,    0,188,   46
1916-07-29,    0,    0,169,   36
1916-07-30,    1,    1,170,   31
1916-07-31,    0,    0,181,   31
1916-08-01,    0,    0,180,   26
1916-08-02,    1,    1,174,   31
1916-08-03,    0,    0,168,   46
1916-08-04,    0,    0,154,   77
1916-08-05,    0,    0,140,   51
1916-08-06,    0,    0,143,   41
1916-08-07,    2,    1,140,   36
1916-08-08,    0,    0,155,   36
1916-08-09,    1,    1,177,   36
1916-08-10,    0,    0,174,   46
1916-08-11,    0,    0,165,   26
1916-08-12,    1,    1,182,   31
1916-08-13,    0,    0,184,   41
1916-08-14,  130,   63,174,   46
1916-08-15,    9,    4,161,   41
1916-08-16,   15,   10,168,   36
1916-08-17,    5,    5,163,   26
1916-08-18,    0,    0,164,   36
1916-08-19,  192,  164,142,   31
1916-08-20,    0,    0,146,   41
1916-08-21,    7,    5,136,   57
1916-08-22,    9,    7,144,   46
1916-08-23,    0,    0,140,   21
1916-08-24,    4,    3,161,   31
1916-08-25,   35,   21,182,   36
1916-08-26,   95,   32,169,   62
1916-08-27,   78,   41,167,   51
1916-08-28,   17,   17,164,   41
1916-08-29,  217,   99,159,   36
1916-08-30,  182,   31,149,   57
1916-08-31,    0,    0,146,   51
1916-09-01,   26,   14,150,   36
1916-09-02,    2,    1,146,   26
1916-09-03,   44,   37,169,   41
1916-09-04,   42,    8,127,   57
1916-09-05,   15,    6,131,   26
1916-09-06,    1,    1,147,   36
1916-09-07,    2,    1,147,   46
1916-09-08,    0,    0,158,   46
1916-09-09,    0,    0,165,   46
1916-09-10,    0,    0,151,   57
1916-09-11,    0,    0,137,   26
1916-09-12,    0,    0,143,   31
1916-09-13,   13,    5,143,   57
1916-09-14,   31,   10,101,   62
1916-09-15,   35,    9,103,   41
1916-09-16,   20,   14,119,   51
1916-09-17,    0,    0,123,   31
1916-09-18,  136,   31,120,   51
1916-09-19,    7,    4,94,   26
1916-09-20,   10,    8,100,   46
1916-09-21,    0,    0,105,   41
1916-09-22,    0,    0,99,   21
1916-09-23,    0,    0,99,   31
1916-09-24,    0,    0,115,   21
1916-09-25,    1,    1,131,   26
1916-09-26,    1,    1,152,   26
1916-09-27,    0,    0,156,   46
1916-09-28,    0,    0,153,   31
1916-09-29,    0,    0,133,   67
1916-09-30,    0,    0,112,   57
1916-10-01,    0,    0,90,   21
1916-10-02,   21,   13,103,   31
1916-10-03,   17,   10,107,   31
1916-10-04,   33,   17,142,   57
1916-10-05,   37,   18,145,   67
1916-10-06,   16,   10,156,   72
1916-10-07,   39,   18,143,   77
1916-10-08,   26,   26,135,   57
1916-10-09,    0,    0,145,   57
1916-10-10,   10,    9,138,   62
1916-10-11,    0,    0,150,   77
1916-10-12,    0,    0,146,   72
